Date,Open,High,Low,Close,Adj Close,Volume,Symbol,Industry
2000-11-08 00:00:00+00:00,99.06787872314452,99.1873779296875,94.8852767944336,95.602294921875,51.41184616088867,7312377,IBM,Information Technology
2000-11-09 00:00:00+00:00,92.4952163696289,95.602294921875,91.4794464111328,95.06452941894533,51.12263107299805,9464103,IBM,Information Technology
2000-11-10 00:00:00+00:00,93.69024658203124,94.04875946044922,88.9101333618164,88.9101333618164,47.81301498413086,7121063,IBM,Information Technology
2000-11-13 00:00:00+00:00,87.77485656738281,95.06452941894533,87.5956039428711,93.1524887084961,50.09439849853516,9084405,IBM,Information Technology
2000-11-14 00:00:00+00:00,94.8852767944336,95.48279571533205,94.1682586669922,95.12428283691406,51.154781341552734,5387841,IBM,Information Technology
2000-11-15 00:00:00+00:00,95.12428283691406,95.66204833984376,93.3317413330078,95.0047836303711,51.09051513671875,4351674,IBM,Information Technology
2000-11-16 00:00:00+00:00,94.8852767944336,95.30353546142578,93.92925262451172,93.92925262451172,50.51211929321289,3911726,IBM,Information Technology
2000-11-17 00:00:00+00:00,93.98900604248048,97.99235534667967,93.92925262451172,97.45458984375,52.40793991088867,8072400,IBM,Information Technology
2000-11-20 00:00:00+00:00,97.0363311767578,98.70936584472656,96.43881225585938,98.70936584472656,53.08271789550781,7768224,IBM,Information Technology
2000-11-21 00:00:00+00:00,98.70936584472656,99.78489685058594,94.1682586669922,94.1682586669922,50.640663146972656,7511012,IBM,Information Technology
2000-11-22 00:00:00+00:00,94.1682586669922,96.37906646728516,93.98900604248048,94.1682586669922,50.640663146972656,5791807,IBM,Information Technology
2000-11-24 00:00:00+00:00,95.0047836303711,97.27533721923828,94.8852767944336,95.54254150390624,51.37968063354492,2612385,IBM,Information Technology
2000-11-27 00:00:00+00:00,96.0205535888672,97.51434326171876,94.10850524902344,94.10850524902344,50.6085319519043,4044045,IBM,Information Technology
2000-11-28 00:00:00+00:00,94.40726470947266,96.3193130493164,93.09273529052734,93.57074737548828,50.31937026977539,5019859,IBM,Information Technology
2000-11-29 00:00:00+00:00,93.45124053955078,95.54254150390624,92.43547058105467,95.42304229736328,51.3154411315918,5778732,IBM,Information Technology
2000-11-30 00:00:00+00:00,93.69024658203124,93.69024658203124,88.193115234375,89.38814544677734,48.07006072998047,11141364,IBM,Information Technology
2000-12-01 00:00:00+00:00,90.28441619873048,94.94503021240234,90.22466278076172,91.41969299316406,49.16257095336914,7871255,IBM,Information Technology
2000-12-04 00:00:00+00:00,91.77820587158205,94.82552337646484,91.53919982910156,94.04875946044922,50.57638931274414,5822873,IBM,Information Technology
2000-12-05 00:00:00+00:00,96.0205535888672,100.14340209960938,95.24378967285156,98.82887268066406,53.14698791503906,8163193,IBM,Information Technology
2000-12-06 00:00:00+00:00,97.27533721923828,97.3350830078125,90.6429214477539,92.4952163696289,49.74095916748047,10561357,IBM,Information Technology
2000-12-07 00:00:00+00:00,90.88192749023438,91.71845245361328,89.0296401977539,89.0296401977539,47.87728500366211,8286412,IBM,Information Technology
2000-12-08 00:00:00+00:00,93.69024658203124,94.64627075195312,91.53919982910156,92.73422241210938,49.86947250366211,6423068,IBM,Information Technology
2000-12-11 00:00:00+00:00,92.25621032714844,93.92925262451172,89.62715148925781,90.82218170166016,48.84125900268555,6470138,IBM,Information Technology
2000-12-12 00:00:00+00:00,91.06118774414062,91.897705078125,88.43212127685547,89.74665069580078,48.26286697387695,8277312,IBM,Information Technology
2000-12-13 00:00:00+00:00,90.70267486572266,92.37571716308594,86.69933319091797,87.23709106445312,46.91329574584961,7314260,IBM,Information Technology
2000-12-14 00:00:00+00:00,87.95410919189453,89.56739807128906,87.77485656738281,88.37236785888672,47.52383041381836,6413444,IBM,Information Technology
2000-12-15 00:00:00+00:00,86.04206848144531,86.69933319091797,83.4727554321289,83.95076751708984,45.14602279663086,14910207,IBM,Information Technology
2000-12-18 00:00:00+00:00,84.488525390625,86.52007293701172,84.488525390625,86.52007293701172,46.52770614624024,8047715,IBM,Information Technology
2000-12-19 00:00:00+00:00,86.22132110595703,90.28441619873048,85.86280822753906,86.16156768798828,46.33489990234375,8059744,IBM,Information Technology
2000-12-20 00:00:00+00:00,82.09847259521484,84.13002014160156,81.08269500732422,82.21797180175781,44.21418762207031,13158052,IBM,Information Technology
2000-12-21 00:00:00+00:00,81.73995971679688,84.07026672363281,76.54158782958984,77.97562408447266,41.93278884887695,13310873,IBM,Information Technology
2000-12-22 00:00:00+00:00,80.783935546875,85.44454956054688,80.783935546875,85.08604431152344,45.756534576416016,9951644,IBM,Information Technology
2000-12-26 00:00:00+00:00,85.08604431152344,85.6238021850586,80.54492950439453,81.08269500732422,43.60366821289063,6330706,IBM,Information Technology
2000-12-27 00:00:00+00:00,81.02294158935547,84.24951934814453,79.88766479492188,80.96319580078125,43.53938674926758,8624375,IBM,Information Technology
2000-12-28 00:00:00+00:00,79.82791900634766,84.30927276611328,78.51338195800781,81.5009536743164,43.82858276367188,10249336,IBM,Information Technology
2000-12-29 00:00:00+00:00,83.11424255371094,83.11424255371094,80.54492950439453,81.26194763183594,43.70005416870117,7263110,IBM,Information Technology
2001-01-02 00:00:00+00:00,80.783935546875,83.65200805664062,80.42543029785156,81.08269500732422,43.60366821289063,8375531,IBM,Information Technology
2001-01-03 00:00:00+00:00,80.06692504882812,90.82218170166016,80.06692504882812,90.4636688232422,48.6484489440918,13357315,IBM,Information Technology
2001-01-04 00:00:00+00:00,90.58317565917967,95.36328887939452,88.61137390136719,89.08938598632812,47.909400939941406,16129843,IBM,Information Technology
2001-01-05 00:00:00+00:00,89.80640411376953,90.52342224121094,86.99808502197266,89.86615753173828,48.32712936401367,8413187,IBM,Information Technology
2001-01-08 00:00:00+00:00,89.38814544677734,89.80640411376953,87.53585052490234,89.4478988647461,48.102195739746094,6343781,IBM,Information Technology
2001-01-09 00:00:00+00:00,90.28441619873048,91.53919982910156,87.41635131835938,88.49187469482422,47.58807373046875,7894267,IBM,Information Technology
2001-01-10 00:00:00+00:00,88.43212127685547,90.7624282836914,87.65535736083984,89.3283920288086,48.03792953491211,8008281,IBM,Information Technology
2001-01-11 00:00:00+00:00,88.85037994384766,90.10516357421876,87.23709106445312,89.56739807128906,48.166465759277344,10078210,IBM,Information Technology
2001-01-12 00:00:00+00:00,89.56739807128906,92.19646453857422,88.3126220703125,89.68690490722656,48.23072052001953,6744608,IBM,Information Technology
2001-01-16 00:00:00+00:00,89.62715148925781,89.86615753173828,87.77485656738281,88.67112731933594,47.68449020385742,5932807,IBM,Information Technology
2001-01-17 00:00:00+00:00,91.1806869506836,93.45124053955078,90.1649169921875,92.43547058105467,49.70880889892578,10174442,IBM,Information Technology
