Date,Open,High,Low,Close,Adj Close,Volume,Symbol
2000-05-08 00:00:00+00:00,103.31022644042969,105.52103424072266,102.8919677734375,104.92351531982422,56.28981399536133,5048937,IBM
2000-05-09 00:00:00+00:00,105.64053344726562,105.76004028320312,103.48948669433594,104.20649719238281,55.9051628112793,5088685,IBM
2000-05-10 00:00:00+00:00,100.86042022705078,101.0396728515625,97.57408905029297,98.4703598022461,52.82777404785156,10473284,IBM
2000-05-11 00:00:00+00:00,99.42638397216797,102.77246856689453,98.64962005615234,99.84464263916016,53.565093994140625,8479085,IBM
2000-05-12 00:00:00+00:00,99.1873779296875,101.09942626953125,98.70936584472656,99.84464263916016,53.565093994140625,5857286,IBM
2000-05-15 00:00:00+00:00,99.42638397216797,100.26290893554688,97.51434326171875,99.60564422607422,53.436859130859375,6179559,IBM
2000-05-16 00:00:00+00:00,100.50191497802734,104.44550323486328,100.38240814208984,104.20649719238281,55.9051628112793,7600027,IBM
2000-05-17 00:00:00+00:00,102.77246856689453,104.08699798583984,101.45793151855469,103.13097381591797,55.328147888183594,5778627,IBM
2000-05-18 00:00:00+00:00,101.45793151855469,102.59320831298828,100.08364868164062,101.39818572998047,54.39852523803711,4787751,IBM
2000-05-19 00:00:00+00:00,101.39818572998047,102.77246856689453,100.38240814208984,101.7566909790039,54.590850830078125,6714483,IBM
2000-05-22 00:00:00+00:00,101.33843231201172,104.44550323486328,98.88862609863281,104.44550323486328,56.03337860107422,7080792,IBM
2000-05-23 00:00:00+00:00,104.20649719238281,105.16252136230469,102.41395568847656,102.65296173095703,55.07169723510742,6253929,IBM
2000-05-24 00:00:00+00:00,101.81644439697266,105.16252136230469,99.60564422607422,104.80401611328125,56.22568893432617,8560673,IBM
2000-05-25 00:00:00+00:00,105.64053344726562,107.3135757446289,101.69693756103516,101.81644439697266,54.622901916503906,6242110,IBM
2000-05-26 00:00:00+00:00,100.86042022705078,102.47370910644531,99.96414947509766,102.23470306396484,54.847293853759766,4494557,IBM
